Word,Unit,Qty,Srv,Ing
ke,O,O,O,O
##wan,O,O,O,O
##ee,O,O,O,O
iii,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
date,O,O,O,O
pudding,O,O,O,O
4,O,B-Qty,O,O
cups,B-Unit,O,O,O
water,O,O,O,B-Unit
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Unit
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
graham,O,O,O,B-Ing
flour,O,O,O,I-Ing
1,O,B-Qty,O,O
pound,O,O,O,B-Unit
dates,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
nuts,O,O,O,B-Ing
boil,O,O,O,O
the,O,O,O,O
sugar,O,O,O,O
and,O,O,O,O
water,O,O,O,O
together,O,O,O,O
for,O,O,O,O
five,O,O,O,O
minutes,O,O,O,O
;,O,O,O,O
add,O,O,O,O
graham,O,O,O,O
flour,O,O,O,O
slowly,O,O,O,O
stirring,O,O,O,O
constantly,O,O,O,O
;,O,O,O,O
add,O,O,O,O
dates,O,O,O,O
ground,O,O,O,O
or,O,O,O,O
chopped,O,O,O,O
and,O,O,O,O
boil,O,O,O,O
for,O,O,O,O
fifteen,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
remove,O,O,O,O
from,O,O,O,O
fire,O,O,O,O
and,O,O,O,O
add,O,O,O,O
nuts,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
cold,O,O,O,O
with,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
or,O,O,O,O
ice,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
serves,O,O,O,O
fourteen,O,O,O,O
.,O,O,O,O
faye,O,O,O,O
thornton,O,O,O,O
haven,O,O,O,O
##s,O,O,O,O
bloomington,O,O,O,O
iii,O,O,O,O
.,O,O,O,O
illinois,O,O,O,O
wesleyan,O,O,O,O
university,O,O,O,O
.,O,O,O,O
princess,O,O,O,O
pudding,O,O,O,O
yo,B-Unit,O,O,B-Ing
##lk,I-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
of,O,O,O,I-Ing
3,O,B-Qty,O,I-Ing
eggs,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
3,O,I-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
lemon,B-Unit,O,O,B-Ing
gr,O,O,O,I-Ing
##ated,O,O,O,I-Ing
ri,O,O,O,I-Ing
##nd,O,O,O,I-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
lemon,O,O,O,B-Ing
juice,O,O,O,I-Ing
3,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
gran,O,O,O,B-Ing
##ulated,O,O,O,I-Ing
gel,O,O,O,I-Ing
##atin,O,O,O,I-Ing
##e,O,O,O,I-Ing
whites,O,O,O,O
of,O,O,O,O
3,O,B-Qty,O,O
eggs,O,O,O,O
.,O,O,O,O
beat,O,O,O,O
egg,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
until,O,O,O,O
thick,O,O,O,O
and,O,O,O,O
add,O,O,O,O
sugar,O,O,O,O
gradually,O,O,O,O
;,O,O,O,O
then,O,O,O,O
add,O,O,O,O
ri,O,O,O,O
##nd,O,O,O,O
of,O,O,O,O
lemon,O,O,O,O
lemon,O,O,O,O
juice,O,O,O,O
and,O,O,O,O
dissolved,O,O,O,O
gel,O,O,O,O
##atin,O,O,O,O
##e,O,O,O,O
.,O,O,O,O
as,O,O,O,O
soon,O,O,O,O
as,O,O,O,O
mixture,O,O,O,O
begins,O,O,O,O
to,O,O,O,O
thick,O,O,O,O
##en,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
stiffly,O,O,O,O
beaten,O,O,O,O
egg,O,O,O,O
whites,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
this,O,O,O,O
recipe,O,O,O,O
will,O,O,O,O
serve,O,O,O,O
six,O,O,O,O
people,O,O,O,O
.,O,O,O,O
thor,O,O,O,O
##borg,O,O,O,O
sw,O,O,O,O
##ens,O,O,O,O
##on,O,O,O,O
rock,O,O,O,O
##ford,O,O,O,O
iii,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
wisconsin,O,O,O,O
.,O,O,O,O
cl,O,O,O,O
##leg,O,O,O,O
##e,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
57,O,O,O,O
steamed,O,O,O,O
pudding,O,O,O,O
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
soda,O,O,O,B-Ing
2,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oons,I-Unit,O,O,O
melted,O,O,O,O
butter,O,O,O,B-Ing
1,O,B-Qty,O,O
egg,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
1,O,I-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cups,B-Unit,O,O,O
flour,O,O,O,B-Ing
measured,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
dark,O,O,O,B-Ing
mo,O,O,O,I-Ing
##lass,O,O,O,I-Ing
##es,O,O,O,I-Ing
after,O,O,O,O
si,O,O,O,O
##fting,O,O,O,O
mix,O,O,O,O
together,O,O,O,O
and,O,O,O,O
add,O,O,O,O
very,O,O,O,O
slowly,O,O,O,O
boiling,O,O,O,O
water,O,O,O,O
.,O,O,O,O
steam,O,O,O,O
3,O,O,O,O
/,O,O,O,O
4,O,O,O,O
of,O,O,O,O
an,O,O,O,O
hour,O,O,O,O
.,O,O,O,O
this,O,O,O,O
pudding,O,O,O,O
is,O,O,O,O
good,O,O,O,O
after,O,O,O,O
being,O,O,O,O
steamed,O,O,O,O
a,O,O,O,O
second,O,O,O,O
time,O,O,O,O
.,O,O,O,O
sauce,O,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
powder,O,O,O,B-Ing
##ed,O,O,O,I-Ing
sugar,O,O,O,I-Ing
yo,B-Unit,O,O,B-Ing
##lk,I-Unit,O,O,I-Ing
##s,I-Unit,O,O,I-Ing
of,O,O,O,I-Ing
2,O,B-Qty,O,I-Ing
eggs,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
cream,O,O,O,B-Ing
beat,O,O,O,O
eggs,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
together,O,O,O,O
.,O,O,O,O
whip,O,O,O,O
cream,O,O,O,O
and,O,O,O,O
add,O,O,O,O
a,O,O,O,O
little,O,O,O,O
at,O,O,O,O
a,O,O,O,O
time,O,O,O,O
to,O,O,O,O
mixture,O,O,O,O
.,O,O,O,O
flavor,O,O,O,O
.,O,O,O,O
serves,O,O,O,O
ten,O,O,O,O
people,O,O,O,O
.,O,O,O,O
helen,O,O,O,O
gel,O,O,O,O
##har,O,O,O,O
glen,O,O,O,O
##coe,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
orange,O,O,O,O
pudding,O,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
bread,O,O,O,B-Ing
cr,O,O,O,I-Ing
##umb,O,O,O,I-Ing
##s,O,O,O,I-Ing
2,O,B-Qty,O,B-Ing
eggs,B-Unit,O,O,I-Ing
juice,O,O,O,B-Ing
and,O,O,O,I-Ing
ri,O,O,O,I-Ing
##nd,O,O,O,I-Ing
of,O,O,O,I-Ing
4,O,B-Qty,O,I-Ing
orange,B-Unit,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
3,O,I-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
cover,O,O,O,O
the,O,O,O,O
bread,O,O,O,O
cr,O,O,O,O
##umb,O,O,O,O
##s,O,O,O,O
with,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
add,O,O,O,O
orange,O,O,O,O
juice,O,O,O,O
and,O,O,O,O
ri,O,O,O,O
##nd,O,O,O,O
and,O,O,O,O
beaten,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
of,O,O,O,O
two,O,O,O,O
eggs,O,O,O,O
.,O,O,O,O
beat,O,O,O,O
whites,O,O,O,O
stiff,O,O,O,O
add,O,O,O,O
the,O,O,O,O
sugar,O,O,O,O
beat,O,O,O,O
and,O,O,O,O
add,O,O,O,O
to,O,O,O,O
the,O,O,O,O
mixture,O,O,O,O
.,O,O,O,O
ba,O,O,O,O
##ke,O,O,O,O
in,O,O,O,O
butter,O,O,O,O
##ed,O,O,O,O
mold,O,O,O,O
##s,O,O,O,O
in,O,O,O,O
a,O,O,O,O
pan,O,O,O,O
of,O,O,O,O
hot,O,O,O,O
water,O,O,O,O
.,O,O,O,O
sauce,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
3,O,I-Qty,O,O
cup,B-Unit,O,O,O
butter,O,O,O,B-Ing
gr,O,O,O,B-Ing
##ated,O,O,O,I-Ing
ri,O,O,O,I-Ing
##nd,O,O,O,I-Ing
of,O,O,O,I-Ing
1,O,B-Qty,O,I-Ing
/,O,I-Qty,O,I-Ing
2,O,I-Qty,O,I-Ing
orange,B-Unit,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
2,O,B-Qty,O,O
egg,O,O,O,B-Ing
yo,O,O,O,I-Ing
##lk,O,O,O,I-Ing
##s,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
sc,O,O,O,B-Ing
##ald,O,O,O,I-Ing
##ed,O,O,O,I-Ing
milk,O,O,O,I-Ing
marion,O,O,O,O
brown,O,O,O,O
cornelius,O,O,O,O
##sen,O,O,O,O
university,O,O,O,O
of,O,O,O,O
illinois,O,O,O,O
.,O,O,O,O
maple,O,O,O,O
rice,O,O,O,O
pudding,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
rice,O,O,O,B-Ing
1,O,B-Qty,O,O
1,O,I-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
corn,O,O,O,B-Ing
##star,O,O,O,I-Ing
##ch,O,O,O,I-Ing
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
milk,O,O,O,B-Ing
3,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
cup,B-Unit,O,O,O
maple,O,O,O,B-Ing
syrup,O,O,O,I-Ing
2,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
boil,O,O,O,O
rice,O,O,O,O
till,O,O,O,O
tender,O,O,O,O
.,O,O,O,O
sc,O,O,O,O
##ald,O,O,O,O
milk,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
.,O,O,O,O
stir,O,O,O,O
the,O,O,O,O
corn,O,O,O,O
-,O,O,O,O
star,O,O,O,O
##ch,O,O,O,O
smooth,O,O,O,O
in,O,O,O,O
one,O,O,O,O
-,O,O,O,O
half,O,O,O,O
cup,O,O,O,O
of,O,O,O,O
the,O,O,O,O
maple,O,O,O,O
syrup,O,O,O,O
and,O,O,O,O
stir,O,O,O,O
into,O,O,O,O
the,O,O,O,O
hot,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
when,O,O,O,O
mixture,O,O,O,O
thick,O,O,O,O
##ens,O,O,O,O
cover,O,O,O,O
and,O,O,O,O
let,O,O,O,O
cook,O,O,O,O
fifteen,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
add,O,O,O,O
the,O,O,O,O
rice,O,O,O,O
which,O,O,O,O
has,O,O,O,O
been,O,O,O,O
cooked,O,O,O,O
till,O,O,O,O
grains,O,O,O,O
are,O,O,O,O
dry,O,O,O,O
and,O,O,O,O
distinct,O,O,O,O
and,O,O,O,O
beat,O,O,O,O
in,O,O,O,O
the,O,O,O,O
yo,O,O,O,O
##lk,O,O,O,O
##s,O,O,O,O
of,O,O,O,O
eggs,O,O,O,O
beaten,O,O,O,O
light,O,O,O,O
.,O,O,O,O
beat,O,O,O,O
whites,O,O,O,O
of,O,O,O,O
eggs,O,O,O,O
till,O,O,O,O
dry,O,O,O,O
and,O,O,O,O
gradually,O,O,O,O
add,O,O,O,O
remainder,O,O,O,O
of,O,O,O,O
maple,O,O,O,O
syrup,O,O,O,O
and,O,O,O,O
spread,O,O,O,O
over,O,O,O,O
pudding,O,O,O,O
.,O,O,O,O
ba,O,O,O,O
##ke,O,O,O,O
in,O,O,O,O
moderate,O,O,O,O
oven,O,O,O,O
about,O,O,O,O
ten,O,O,O,O
or,O,O,O,O
fifteen,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
mabel,O,O,O,O
mason,O,O,O,O
carleton,O,O,O,O
cambridge,O,O,O,O
mass,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
c,O,O,O,O
o,O,O,O,O
l,O,O,O,O
l,O,O,O,O
e,O,O,O,O
g,O,O,O,O
e,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
58,O,O,O,O
emily,O,O,O,O
g,B-Unit,O,O,O
##lea,O,O,O,O
##son,O,O,O,O
perkins,O,O,O,O
oklahoma,O,O,O,O
city,O,O,O,O
ok,O,O,O,O
##la,O,O,O,O
.,O,O,O,O
boston,O,O,O,O
university,O,O,O,O
.,O,O,O,O
steamed,O,O,O,O
carrot,O,O,O,O
pudding,O,O,O,O
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
gr,O,O,O,B-Ing
##ated,O,O,O,I-Ing
raw,O,O,O,I-Ing
carrot,O,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
gr,O,O,O,B-Ing
##ated,O,O,O,I-Ing
nut,O,O,O,I-Ing
##me,O,O,O,I-Ing
##g,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
gr,O,O,O,B-Ing
##ated,O,O,O,I-Ing
raw,O,O,O,I-Ing
potato,O,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
cinnamon,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
cl,O,O,O,B-Ing
##ove,O,O,O,I-Ing
##s,O,O,O,I-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
butter,O,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
soda,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
flour,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
rai,O,O,O,B-Ing
##sin,O,O,O,I-Ing
##s,O,O,O,I-Ing
mix,O,O,O,O
well,O,O,O,O
and,O,O,O,O
steam,O,O,O,O
three,O,O,O,O
hours,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
sauce,O,O,O,O
.,O,O,O,O
marjorie,O,O,O,O
l,O,O,O,O
.,O,O,O,O
miller,O,O,O,O
ke,O,O,O,O
##wan,O,O,O,O
##ee,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
chocolate,O,O,O,O
rice,O,O,O,O
pudding,O,O,O,O
boil,O,O,O,O
rice,O,O,O,O
until,O,O,O,O
very,O,O,O,O
soft,O,O,O,O
.,O,O,O,O
when,O,O,O,O
nearly,O,O,O,O
soft,O,O,O,O
add,O,O,O,O
chopped,O,O,O,O
nuts,O,O,O,O
cocoa,O,O,O,O
and,O,O,O,O
sugar,O,O,O,O
(,O,O,O,O
as,O,O,O,O
much,O,O,O,O
as,O,O,O,O
is,O,O,O,O
desired,O,O,O,O
),O,O,O,O
.,O,O,O,O
boil,O,O,O,O
all,O,O,O,O
together,O,O,O,O
.,O,O,O,O
beat,O,O,O,O
an,O,O,O,O
egg,O,O,O,O
and,O,O,O,O
add,O,O,O,O
an,O,O,O,O
equal,O,O,O,O
quantity,O,O,O,O
of,O,O,O,O
canned,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
stir,O,O,O,O
into,O,O,O,O
boiling,O,O,O,O
rice,O,O,O,O
mixture,O,O,O,O
.,O,O,O,O
mix,O,O,O,O
thoroughly,O,O,O,O
and,O,O,O,O
as,O,O,O,O
soon,O,O,O,O
as,O,O,O,O
it,O,O,O,O
begins,O,O,O,O
to,O,O,O,O
bubble,O,O,O,O
remove,O,O,O,O
from,O,O,O,O
stove,O,O,O,O
so,O,O,O,O
as,O,O,O,O
not,O,O,O,O
to,O,O,O,O
boil,O,O,O,O
the,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
add,O,O,O,O
vanilla,O,O,O,O
flavor,O,O,O,O
-,O,O,O,O
ing,O,O,O,O
.,O,O,O,O
marion,O,O,O,O
brown,O,O,O,O
cornelius,O,O,O,O
##sen,O,O,O,O
university,O,O,O,O
of,O,O,O,O
illinois,O,O,O,O
.,O,O,O,O
date,O,O,O,O
pudding,O,O,O,O
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
of,O,O,O,O
pearl,O,O,O,B-Ing
tap,O,O,O,I-Ing
##io,O,O,O,I-Ing
##ca,O,O,O,I-Ing
whites,B-Unit,O,O,B-Ing
of,O,O,O,I-Ing
2,O,B-Qty,O,I-Ing
eggs,O,O,O,I-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
of,O,O,O,O
dates,O,O,O,B-Ing
chopped,O,O,O,O
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
of,O,O,O,O
vanilla,O,O,O,B-Ing
so,O,O,O,O
##ak,O,O,O,O
the,O,O,O,O
tap,O,O,O,O
##io,O,O,O,O
##ca,O,O,O,O
for,O,O,O,O
two,O,O,O,O
hours,O,O,O,O
in,O,O,O,O
enough,O,O,O,O
water,O,O,O,O
to,O,O,O,O
cover,O,O,O,O
and,O,O,O,O
cook,O,O,O,O
until,O,O,O,O
clear,O,O,O,O
in,O,O,O,O
two,O,O,O,O
cups,O,O,O,O
of,O,O,O,O
water,O,O,O,O
seasoned,O,O,O,O
with,O,O,O,O
a,O,O,O,O
pinch,O,O,O,O
of,O,O,O,O
salt,O,O,O,O
and,O,O,O,O
one,O,O,O,O
-,O,O,O,O
quarter,O,O,O,O
cup,O,O,O,O
of,O,O,O,O
sugar,O,O,O,O
.,O,O,O,O
fold,O,O,O,O
this,O,O,O,O
in,O,O,O,O
the,O,O,O,O
stiffly,O,O,O,O
beaten,O,O,O,O
egg,O,O,O,O
whites,O,O,O,O
and,O,O,O,O
let,O,O,O,O
the,O,O,O,O
mixture,O,O,O,O
cool,O,O,O,O
.,O,O,O,O
sugar,O,O,O,O
the,O,O,O,O
dates,O,O,O,O
lightly,O,O,O,O
and,O,O,O,O
mix,O,O,O,O
with,O,O,O,O
the,O,O,O,O
tap,O,O,O,O
##io,O,O,O,O
##ca,O,O,O,O
.,O,O,O,O
then,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
one,O,O,O,O
-,O,O,O,O
half,O,O,O,O
cup,O,O,O,O
of,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
ga,O,O,O,O
##rn,O,O,O,O
##ish,O,O,O,O
with,O,O,O,O
whole,O,O,O,O
fruit,O,O,O,O
.,O,O,O,O
luc,O,O,O,O
##ile,O,O,O,O
peck,O,O,O,O
men,O,O,O,O
##omo,O,O,O,O
##nie,O,O,O,O
falls,O,O,O,O
wi,O,O,O,O
##s,O,O,O,O
.,O,O,O,O
northwestern,O,O,O,O
university,O,O,O,O
.,O,O,O,O
float,O,O,O,O
1,O,B-Qty,O,O
qu,B-Unit,O,O,O
##art,I-Unit,O,O,O
milk,O,O,O,B-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
corn,O,O,O,B-Ing
-,O,O,O,I-Ing
star,O,O,O,I-Ing
##ch,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
2,O,I-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
3,O,B-Qty,O,O
eggs,B-Unit,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
vanilla,O,O,O,B-Ing
sc,O,O,O,O
##ald,O,O,O,O
milk,O,O,O,O
in,O,O,O,O
double,O,O,O,O
boiler,O,O,O,O
saving,O,O,O,O
a,O,O,O,O
little,O,O,O,O
to,O,O,O,O
mix,O,O,O,O
corn,O,O,O,O
##star,O,O,O,O
##ch,O,O,O,O
with,O,O,O,O
eggs,O,O,O,O
.,O,O,O,O
mix,O,O,O,O
slightly,O,O,O,O
beaten,O,O,O,O
eggs,O,O,O,O
sugar,O,O,O,O
corn,O,O,O,O
##star,O,O,O,O
##ch,O,O,O,O
together,O,O,O,O
and,O,O,O,O
add,O,O,O,O
to,O,O,O,O
hot,O,O,O,O
milk,O,O,O,O
.,O,O,O,O
cook,O,O,O,O
until,O,O,O,O
mixture,O,O,O,O
thick,O,O,O,O
##ens,O,O,O,O
on,O,O,O,O
spoon,O,O,O,O
.,O,O,O,O
remove,O,O,O,O
from,O,O,O,O
fire,O,O,O,O
cool,O,O,O,O
and,O,O,O,O
fold,O,O,O,O
in,O,O,O,O
stiffly,O,O,O,O
beaten,O,O,O,O
egg,O,O,O,O
whites,O,O,O,O
and,O,O,O,O
flavor,O,O,O,O
##ing,O,O,O,O
.,O,O,O,O
let,O,O,O,O
stand,O,O,O,O
before,O,O,O,O
serving,O,O,O,O
cold,O,O,O,O
.,O,O,O,O
marian,O,O,O,O
van,O,O,O,O
ness,O,O,O,O
chicago,O,O,O,O
ill,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
michigan,O,O,O,O
.,O,O,O,O
cl,O,O,O,O
##lge,O,O,O,O
w,O,O,O,O
o,O,O,O,O
m,O,O,O,O
a,O,O,O,O
n,O,O,O,O
s,O,O,O,O
c,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
b,O,O,O,O
o,O,O,O,O
o,O,O,O,O
k,O,O,O,O
59,O,O,O,O
charlotte,O,O,O,O
reed,O,O,O,O
martinez,O,O,O,O
cal,O,O,O,O
##if,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
california,O,O,O,O
.,O,O,O,O
quick,O,O,O,O
dessert,O,O,O,O
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
brown,O,O,O,B-Ing
sugar,O,O,O,I-Ing
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
water,O,O,O,B-Ing
2,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oons,I-Unit,O,O,O
corn,O,O,O,B-Ing
##star,O,O,O,I-Ing
##ch,O,O,O,I-Ing
nuts,O,O,O,B-Ing
whipped,O,O,O,B-Ing
cream,O,O,O,I-Ing
boil,O,O,O,O
first,O,O,O,O
three,O,O,O,O
ingredients,O,O,O,O
together,O,O,O,O
five,O,O,O,O
minutes,O,O,O,O
.,O,O,O,O
set,O,O,O,O
aside,O,O,O,O
and,O,O,O,O
cool,O,O,O,O
.,O,O,O,O
add,O,O,O,O
nuts,O,O,O,O
or,O,O,O,O
cocoa,O,O,O,O
##nut,O,O,O,O
.,O,O,O,O
serve,O,O,O,O
with,O,O,O,O
whipped,O,O,O,O
cream,O,O,O,O
.,O,O,O,O
ruth,O,O,O,O
cord,O,O,O,O
##es,O,O,O,O
los,O,O,O,O
angeles,O,O,O,O
cal,O,O,O,O
##if,O,O,O,O
.,O,O,O,O
university,O,O,O,O
of,O,O,O,O
southern,O,O,O,O
california,O,O,O,O
.,O,O,O,O
cherry,O,O,O,O
cobb,O,O,O,O
##ler,O,O,O,O
fruit,O,O,O,O
mixture,O,O,O,O
2,O,B-Qty,O,O
cups,B-Unit,O,O,O
cher,O,O,O,B-Ing
##ries,O,O,O,I-Ing
2,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oons,I-Unit,O,O,O
flour,O,O,O,B-Ing
2,O,B-Qty,O,O
/,O,I-Qty,O,O
3,O,I-Qty,O,O
cup,B-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
water,O,O,O,B-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
8,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
1,O,B-Qty,O,O
cup,B-Unit,O,O,O
flour,O,O,O,B-Ing
1,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##n,I-Unit,O,O,O
sugar,O,O,O,B-Ing
1,O,B-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
baking,O,O,O,B-Ing
powder,O,O,O,I-Ing
2,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
short,O,O,O,B-Ing
##ening,O,O,O,I-Ing
1,O,B-Qty,O,O
/,O,I-Qty,O,O
4,O,I-Qty,O,O
tea,B-Unit,O,O,O
##sp,I-Unit,O,O,O
##oon,I-Unit,O,O,O
salt,O,O,O,B-Ing
6,O,B-Qty,O,O
tables,B-Unit,O,O,O
##poo,I-Unit,O,O,O
##ns,I-Unit,O,O,O
milk,O,O,O,B-Ing
mix,O,O,O,O
the,O,O,O,O
cher,O,O,O,O
##ries,O,O,O,O
